year,km driven,fuel type,seller type,transmission,owner,seats,max_power (in bph),Mileage,Engine (CC),selling price
2013,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,580000
2017,40000,Diesel,Individual,Manual,1,5,67.05,23.59,1364,550000
2017,30000,Petrol,Individual,Manual,1,5,55.2,21.1,814,340000
2018,46000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1237000
2013,70000,Diesel,Individual,Manual,2,5,73.9,22.07,1199,350000
2018,40000,Petrol,Individual,Manual,1,5,81.8,22,1197,695000
2015,40000,Petrol,Individual,Manual,1,5,47.3,22.74,796,270000
2017,120000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,635000
2012,67000,Diesel,Individual,Manual,2,5,63.12,23.08,1461,265000
2014,50000,Diesel,Individual,Manual,1,5,74,23.4,1248,600000
2012,100000,Diesel,Individual,Manual,2,5,126.3,22.32,1582,409999
2015,80000,Diesel,Individual,Manual,2,5,67.05,23.59,1364,525000
2017,65000,Diesel,Individual,Manual,2,7,83.8,21.04,1461,690000
2012,200000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,560000
2017,65000,Diesel,Individual,Manual,2,7,83.8,21.04,1461,695000
2012,50000,Petrol,Individual,Manual,2,5,46.3,19.7,796,200000
2014,70000,Petrol,Individual,Manual,1,5,55.2,21.1,814,240000
2014,40000,Petrol,Individual,Manual,1,5,55.2,21.1,814,215000
2017,20000,Petrol,Individual,Manual,1,5,67,23.01,999,330000
2012,66657,Diesel,Dealer,Automatic,1,5,126.32,22.32,1582,549000
2011,56389,Petrol,Dealer,Manual,1,5,78.9,20.36,1197,262000
2018,30000,Petrol,Individual,Manual,1,5,84,20.3,1199,535000
2012,186000,Diesel,Individual,Manual,1,5,70,23.57,1396,229999
2010,49200,Petrol,Individual,Manual,2,5,68.05,19.81,1086,142000
2016,110000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,900000
2009,141000,Petrol,Individual,Manual,2,5,46.3,19.7,796,125000
2014,65000,Diesel,Individual,Manual,2,5,74,23.4,1248,459999
2014,110000,Diesel,Individual,Manual,2,5,74,23.4,1248,434999
2016,35000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,780000
2008,195000,Petrol,Individual,Manual,2,5,46.3,19.7,796,100000
2017,60000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,650000
2012,100000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,425000
2016,27000,Petrol,Individual,Manual,1,5,67.04,23.1,998,459999
2020,5000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,578000
2012,110000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,550000
2014,110000,Diesel,Individual,Manual,1,5,65,20.8,1461,250000
2014,60000,Diesel,Individual,Manual,2,7,88.8,20.77,1248,684000
2014,64000,Diesel,Individual,Manual,2,7,88.8,20.77,1248,680000
2014,120000,Diesel,Individual,Manual,1,5,83.8,20.45,1461,500000
2014,120000,Diesel,Individual,Manual,1,5,83.8,20.45,1461,520000
2019,15000,Diesel,Individual,Manual,1,5,115,20,1497,1200000
2009,35000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,160000
2012,44588,Petrol,Dealer,Manual,1,5,55.2,21.1,814,250000
2015,49907,Petrol,Dealer,Manual,1,5,67.04,21.63,998,400000
2013,67082,Petrol,Dealer,Manual,2,5,81.8,21.21,1197,371000
2016,112879,Diesel,Dealer,Manual,2,5,98.96,23,1498,570000
2017,20000,Petrol,Individual,Manual,2,5,67.04,23.1,998,350000
2016,30000,Petrol,Individual,Manual,3,5,67,23.01,999,270000
2013,40000,Petrol,Individual,Manual,2,5,55.2,21.1,814,235000
2016,60000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,500000
2012,111000,Petrol,Individual,Manual,1,5,46.3,19.7,796,220000
2014,70000,Diesel,Individual,Manual,2,5,74,23.4,1248,380000
2010,100000,Petrol,Individual,Manual,3,5,67.1,20.92,998,160000
2017,25000,Petrol,Individual,Manual,1,5,68.05,20.3,998,339000
2014,15000,Petrol,Individual,Manual,1,5,67.04,20.51,998,350000
2018,10000,Petrol,Individual,Manual,1,5,67.04,23.1,998,580000
2015,70000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1000000
2017,80000,Diesel,Individual,Manual,1,5,74,22.95,1248,459999
2014,83000,Diesel,Individual,Manual,3,5,126.32,22.32,1582,650000
2013,116000,Diesel,Individual,Manual,2,5,74,23.4,1248,525000
2015,120000,Diesel,Individual,Manual,2,5,103.2,20.34,1498,550000
2010,20000,Petrol,Individual,Manual,1,5,46.3,19.7,796,165000
2014,70000,Petrol,Individual,Manual,1,5,55.2,21.1,814,210000
2016,30000,Diesel,Individual,Manual,1,5,108.45,19.64,1461,650000
2019,25000,Petrol,Individual,Manual,1,5,67,23.01,999,390000
2008,120000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,130000
2017,26442,Petrol,Individual,Manual,1,5,68.05,20.3,998,270000
2010,28000,Petrol,Individual,Manual,2,5,46.3,19.7,796,130000
2015,80000,Diesel,Individual,Manual,1,7,88.8,20.77,1248,650000
2005,39000,Petrol,Individual,Manual,1,5,46.3,19.7,796,55000
2017,20000,Petrol,Individual,Automatic,1,5,67,20.51,998,475000
2019,15000,Petrol,Individual,Automatic,1,5,81.8,22,1197,650000
2015,30000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,440000
2020,5000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,600000
2011,147000,Diesel,Individual,Manual,1,5,68,20,1399,204999
2009,120000,Diesel,Individual,Manual,2,5,90,23,1396,310000
2005,50800,Petrol,Dealer,Manual,2,5,46.3,19.7,796,110000
2019,14548,Petrol,Dealer,Manual,1,5,81.8,21.21,1197,595000
2018,44772,Diesel,Dealer,Manual,2,5,98.96,23,1498,900000
2017,41000,Diesel,Dealer,Manual,1,5,126.2,20.5,1582,975000
2016,66000,Diesel,Dealer,Manual,1,7,88.8,20.77,1248,725000
2013,65000,Diesel,Dealer,Manual,1,7,88.76,20.77,1248,550000
2014,76000,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,550000
2017,70000,Diesel,Dealer,Manual,1,5,74,23.4,1248,625000
2014,89000,Diesel,Dealer,Manual,1,5,74,22.9,1248,470000
2013,57000,Diesel,Individual,Manual,1,5,74,22.9,1248,380000
2016,49200,Petrol,Individual,Manual,1,5,55.2,21.1,814,275000
2008,60000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,200000
2004,110000,Petrol,Individual,Manual,3,5,46.3,19.7,796,90000
2018,50000,Petrol,Individual,Manual,1,5,67.04,23.1,998,385000
2019,3010,Petrol,Individual,Automatic,1,5,68,20.3,1086,521000
2010,80000,Diesel,Individual,Manual,1,5,88.8,21.12,1248,180000
2007,35000,Petrol,Individual,Manual,2,5,46.3,19.7,796,140000
2015,110000,Diesel,Individual,Manual,2,5,98.59,22.77,1498,650000
2016,36000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,620000
2018,30000,Diesel,Individual,Manual,2,5,98.96,23,1498,810000
2017,85000,Diesel,Individual,Manual,1,5,88.7,20.65,1248,400000
2014,60000,Petrol,Individual,Manual,2,5,67.04,20.51,998,300000
2015,20000,Petrol,Individual,Manual,3,5,47.3,22.74,796,170000
2005,90000,Petrol,Individual,Automatic,2,5,46.3,19.7,796,80000
2011,90000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,225000
2017,90000,Petrol,Individual,Manual,1,5,81.86,20.14,1197,509999
2015,36710,Petrol,Individual,Manual,2,5,47.3,22.74,796,245000
2014,30000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,370000
2017,20000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,580000
2013,85000,Petrol,Individual,Manual,1,5,47.3,22.74,796,185000
2018,50000,Petrol,Individual,Automatic,1,5,81.8,22,1197,625000
2017,25000,Petrol,Individual,Manual,1,5,67.04,20.51,998,390000
2011,150000,Diesel,Individual,Manual,4,5,90,23,1396,380000
2013,50000,Petrol,Individual,Manual,2,5,47.3,22.74,796,210000
2012,80000,Diesel,Individual,Manual,3,5,73.94,23.2,1248,270000
2014,93000,Petrol,Individual,Manual,2,5,55.2,21.1,814,220000
2016,60000,Petrol,Individual,Manual,1,5,55.2,21.1,814,280000
2018,50000,Diesel,Individual,Manual,2,5,88.73,21.19,1396,720000
2017,60000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,800000
2012,20000,Petrol,Individual,Manual,3,5,68.05,19.81,1086,265000
2010,90000,Petrol,Individual,Manual,3,5,46.3,19.7,796,135000
2012,72000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,450000
2012,74000,Diesel,Individual,Manual,2,5,73.9,22.07,1199,350000
2006,60000,Petrol,Individual,Manual,2,5,46.3,19.7,796,85000
2016,15000,Petrol,Individual,Manual,1,5,47.3,22.74,796,290000
2003,114000,Petrol,Individual,Manual,1,5,46.3,19.7,796,65000
2020,70000,Petrol,Individual,Manual,2,5,67.05,21.79,998,265000
2018,50000,Petrol,Individual,Manual,1,5,84,20.3,1199,459999
2013,70000,Diesel,Individual,Manual,2,5,74,23.4,1248,395000
2011,110000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,290000
2014,84000,Diesel,Individual,Manual,2,5,88.5,20.14,1498,300000
2011,60000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,200000
2014,90000,Diesel,Individual,Manual,1,5,74,23.4,1248,465000
2010,188000,Diesel,Individual,Manual,2,5,88.8,21.12,1248,200000
2010,123278,Petrol,Individual,Manual,2,5,78.9,20.36,1197,150000
2015,90000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,625000
2012,110000,Diesel,Individual,Manual,1,5,68,20,1399,220000
2013,110000,Diesel,Individual,Manual,1,5,68.1,20,1399,250000
2018,70000,Diesel,Individual,Manual,1,5,88.7,20.65,1248,575000
2016,50000,Petrol,Individual,Manual,1,5,47.3,22.74,796,262000
2018,33000,Petrol,Individual,Manual,1,5,55.2,21.1,814,299000
2015,26500,Petrol,Individual,Manual,1,5,47.3,22.74,796,250000
2013,70000,Diesel,Individual,Manual,3,5,74,23.4,1248,360000
2017,60000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,600000
2011,80000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,300000
2012,50000,Petrol,Individual,Manual,2,5,55.2,21.1,814,185000
2017,25000,Petrol,Individual,Manual,1,5,67,23.01,999,360000
2014,70000,Petrol,Individual,Manual,1,5,67.1,20.92,998,210000
2016,50000,Diesel,Individual,Manual,1,5,88.7,20.14,1498,560000
2012,90000,Diesel,Individual,Manual,1,5,67.1,23.59,1364,300000
2015,22000,Petrol,Individual,Manual,1,5,47.3,22.74,796,270000
2013,80000,Diesel,Individual,Manual,1,5,76.9,22.1,1248,200000
2018,60000,Diesel,Individual,Manual,1,5,108.5,21.5,1497,860000
2013,142000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,240000
2018,90000,Diesel,Individual,Manual,1,5,98.96,23,1498,850000
2011,80000,Diesel,Individual,Manual,3,5,68,20,1399,155000
2011,125000,Diesel,Individual,Manual,1,5,90,23,1396,270000
2015,33000,Petrol,Individual,Manual,1,5,91.1,20.73,1373,610000
2015,50000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1000000
2007,60000,Petrol,Individual,Manual,1,5,46.3,19.7,796,135000
2014,70000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,625000
2012,70000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,220000
2017,18484,Petrol,Individual,Manual,1,5,81.8,20.89,1197,620000
2010,25000,Petrol,Individual,Manual,2,5,46.3,19.7,796,180000
2013,120000,Diesel,Individual,Manual,3,5,73.9,22.07,1199,250000
2017,55000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,480000
2012,50000,Diesel,Individual,Manual,2,5,88.76,21.9,1396,380000
2004,60000,Petrol,Individual,Manual,1,5,46.3,19.7,796,90000
2016,80000,Petrol,Individual,Manual,2,5,67.04,20.51,998,330000
2013,47000,Petrol,Individual,Manual,2,5,55.2,21.1,814,215000
2013,110000,Diesel,Individual,Manual,2,5,88.76,21.27,1396,380000
2012,103655,Diesel,Individual,Manual,2,5,126.3,22.32,1582,400000
2008,80000,Petrol,Individual,Manual,3,5,46.3,19.7,796,120000
2015,206000,Diesel,Dealer,Manual,1,5,98.59,22.77,1498,550000
2018,27000,Diesel,Dealer,Manual,1,5,98.59,22.77,1498,950000
2014,132000,Diesel,Dealer,Manual,2,5,89.84,22.7,1498,500000
2011,218000,Diesel,Individual,Manual,1,5,64.1,21,1461,180000
2016,10000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,650000
2011,215000,Diesel,Individual,Manual,1,5,64.1,21,1461,210000
2011,65000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,295000
2017,10000,Petrol,Individual,Automatic,1,5,67.04,23.1,998,450000
2012,80000,Diesel,Individual,Manual,2,5,88.76,21.9,1396,300000
2017,40000,Diesel,Individual,Manual,1,5,88.7,21.38,1396,1100000
2013,80000,Diesel,Individual,Manual,2,5,126.3,22.32,1582,500000
2016,60000,Petrol,Individual,Manual,1,5,67,23.01,999,235000
2012,90000,Diesel,Individual,Manual,1,5,74,22.9,1248,325000
2014,90000,Diesel,Individual,Manual,1,5,74,23.4,1248,420000
2014,60000,Petrol,Individual,Manual,2,5,67.1,20.92,998,229999
2013,80000,Diesel,Individual,Manual,4,5,74,23.4,1248,375000
2018,30000,Petrol,Individual,Manual,1,5,68,20.3,1086,575000
2010,135000,Diesel,Individual,Manual,2,5,90,23,1396,320000
2016,60000,Petrol,Individual,Manual,2,5,67,23.01,999,315000
2015,29000,Petrol,Individual,Manual,1,5,67.04,23.1,998,350000
2018,30000,Petrol,Individual,Automatic,2,5,67.04,23.1,998,451999
2015,35000,Petrol,Individual,Manual,2,5,83.11,20.4,1197,450000
2014,35000,Petrol,Individual,Manual,2,5,67.04,20.51,998,310000
2007,50000,Petrol,Individual,Manual,3,5,46.3,19.7,796,150000
2011,112000,Diesel,Individual,Manual,2,5,68,20,1399,160000
2012,146000,Diesel,Individual,Manual,1,5,70,19.61,1405,135000
2020,50000,Diesel,Individual,Manual,1,5,88.5,20.14,1498,260000
2017,25000,Petrol,Individual,Manual,1,5,81.86,20.14,1197,500000
2016,20000,Petrol,Individual,Manual,1,5,67,23.01,999,220000
2011,100000,Diesel,Individual,Manual,2,5,90,23,1396,280000
2011,155000,Diesel,Individual,Manual,1,5,90,23,1396,320000
2012,70000,Diesel,Individual,Manual,4,5,68,20,1399,140000
2012,25000,Diesel,Individual,Manual,2,5,88.8,21.5,1248,310000
2012,100000,Diesel,Individual,Manual,2,5,74,22.9,1248,380000
2015,25000,Diesel,Individual,Manual,1,5,74,22.95,1248,475000
2010,80000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,275000
2014,129000,Diesel,Individual,Manual,1,5,108.45,19.72,1461,650000
2018,82000,Diesel,Individual,Automatic,1,5,108.62,21.73,1498,650000
2017,39500,Petrol,Individual,Manual,1,5,81.8,20.52,1197,445000
2018,40000,Diesel,Individual,Manual,1,5,88.76,22.54,1396,750000
2012,56000,Diesel,Individual,Manual,2,5,74,22.9,1248,425000
2017,54000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,850000
2016,20000,Petrol,Individual,Manual,2,5,67.04,20.51,998,400000
2014,120000,Petrol,Individual,Manual,2,5,47.3,22.74,796,206000
2014,50000,Petrol,Individual,Manual,1,5,55.2,21.1,814,290000
2010,100000,Petrol,Individual,Manual,1,5,46.3,19.7,796,170000
2012,130000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,315000
2011,76000,Petrol,Individual,Manual,2,5,67.1,20.92,998,225000
2013,25000,Diesel,Individual,Manual,1,5,68.1,20,1399,250000
2011,157000,Diesel,Individual,Manual,2,5,126.3,22.32,1582,360000
2011,157000,Diesel,Individual,Manual,2,5,126.3,22.32,1582,380000
2010,30000,Diesel,Individual,Manual,2,5,88.8,21.12,1248,160000
2014,30000,Petrol,Individual,Manual,2,5,47.3,22.74,796,229999
2014,70000,Diesel,Individual,Manual,2,5,74,22.9,1248,440000
2012,200000,Diesel,Individual,Manual,1,5,73.9,22.07,1199,240000
2012,146000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,465000
2013,70000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,325000
2006,120000,Petrol,Individual,Manual,3,5,46.3,19.7,796,110000
2018,40000,Petrol,Individual,Manual,1,5,91.1,20.73,1373,750000
2018,25000,Petrol,Individual,Manual,1,5,55.2,21.1,814,350000
2014,40000,Petrol,Individual,Manual,3,5,47.3,22.74,796,200000
2012,120000,Diesel,Individual,Manual,1,5,69,23.03,1396,200000
2016,60000,Petrol,Individual,Manual,1,5,68.05,20.3,998,276000
2014,40000,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2008,80000,Petrol,Individual,Manual,2,5,46.3,19.7,796,95000
2011,70000,Diesel,Individual,Manual,2,5,70,23.57,1396,200000
2012,100000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,450000
2010,70000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,200000
2013,120000,Diesel,Individual,Manual,2,5,68.1,20,1399,325000
2013,70000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,325000
2016,130000,Diesel,Individual,Manual,1,5,88.7,21.38,1396,900000
2016,133000,Diesel,Individual,Manual,1,5,88.7,21.38,1396,950000
2010,120000,Diesel,Individual,Manual,3,5,103.6,20.54,1598,320000
2015,33000,Diesel,Individual,Manual,1,5,88.8,20.14,1498,620000
2009,70000,Petrol,Individual,Manual,2,5,46.3,19.7,796,150000
2012,112000,Diesel,Individual,Manual,2,5,68,20,1399,190000
2012,90000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,400000
2016,47552,Diesel,Individual,Manual,2,5,126.2,19.67,1582,930000
2019,20000,Diesel,Individual,Manual,1,5,98.96,23,1498,950000
2004,70000,Petrol,Individual,Manual,2,5,46.3,19.7,796,70000
2015,140000,Diesel,Individual,Manual,1,5,68.05,20,1399,300000
2017,40000,Petrol,Individual,Manual,1,5,84,20.3,1199,520000
2014,70000,Petrol,Individual,Manual,3,5,47.3,22.74,796,190000
2020,5000,Petrol,Individual,Manual,1,5,47.3,22.05,796,360000
2013,70000,Petrol,Individual,Manual,2,5,47.3,22.74,796,160000
2007,120000,Petrol,Individual,Manual,3,5,46.3,19.7,796,85000
2013,100000,Diesel,Individual,Manual,1,5,74,23.4,1248,390000
2015,80000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,450000
2012,70000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,500000
2019,18000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,610000
2012,150000,Diesel,Individual,Manual,3,5,126.32,22.32,1582,450000
2011,108000,Diesel,Individual,Manual,1,5,126.3,22.32,1582,450000
2013,90000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,650000
2016,40000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,500000
2011,60000,Diesel,Individual,Manual,1,5,74,22.9,1248,400000
2012,65000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,280000
2014,88000,Diesel,Individual,Manual,1,5,74,23.4,1248,580000
2014,60000,Petrol,Individual,Manual,2,5,55.2,21.1,814,190000
2019,43000,Diesel,Individual,Manual,1,5,88.76,22.54,1396,811000
2016,120000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,409999
2014,120000,Diesel,Individual,Manual,2,5,74,23.4,1248,420000
2017,25000,Petrol,Individual,Manual,1,5,67,23.01,999,350000
2015,100000,Diesel,Individual,Manual,2,5,67.05,23.59,1364,509999
2013,44000,Petrol,Individual,Manual,2,5,67.1,20.92,998,240000
2015,100000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,530000
2014,64000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,350000
2013,90000,Diesel,Individual,Manual,2,5,74,22.9,1248,370000
2014,15000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,320000
2017,35000,Petrol,Individual,Automatic,1,5,67,20.51,998,440000
2012,30000,Petrol,Individual,Manual,2,5,55.2,21.1,814,179000
2008,60000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,140000
2011,55130,Diesel,Dealer,Manual,2,5,68,20,1399,250000
2014,22000,Petrol,Individual,Manual,1,5,67.04,20.51,998,330000
2015,29434,Petrol,Individual,Manual,1,5,91.1,20.73,1373,550000
2013,44500,Diesel,Individual,Manual,2,5,83.8,20.46,1461,400000
2016,34500,Petrol,Individual,Manual,1,5,67.04,20.51,998,375000
2012,20000,Petrol,Individual,Manual,1,5,55.2,21.1,814,140000
2019,3000,Petrol,Individual,Manual,1,5,81.86,20.14,1197,550000
2018,35000,Diesel,Individual,Manual,1,5,98.96,23,1498,950000
2016,40000,Petrol,Individual,Manual,2,5,91.1,20.73,1373,590000
2019,30000,Petrol,Individual,Manual,1,5,68,20.3,1086,420000
2019,20000,Petrol,Individual,Manual,1,5,83.81,20.3,1199,530000
2013,110000,Diesel,Individual,Manual,3,5,74,22.9,1248,350000
2017,16500,Petrol,Individual,Manual,2,5,67,23.01,999,325000
2012,80000,Petrol,Individual,Manual,3,5,46.3,19.7,796,180000
2020,20000,Petrol,Individual,Manual,1,5,88.5,23.26,1197,700000
2018,75000,Diesel,Individual,Automatic,1,5,108.5,21.5,1498,885000
2011,140000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,160000
2012,120000,Diesel,Individual,Manual,2,5,90,23,1396,300000
2018,75000,Diesel,Individual,Automatic,1,5,108.5,21.5,1498,950000
2015,90000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,549000
2012,100000,Diesel,Individual,Manual,2,5,78,21.8,1461,570000
2015,50000,Diesel,Individual,Manual,1,5,88.8,20.14,1498,434999
2015,25000,Petrol,Individual,Manual,1,5,47.3,22.74,796,260000
2013,24019,Diesel,Individual,Manual,1,5,74,22.9,1248,450000
2013,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,459999
2011,100000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,210000
2015,93000,Petrol,Individual,Manual,2,5,83.14,20.85,1197,540000
2019,19600,Diesel,Individual,Manual,1,5,88.7,22.1,1396,990000
2017,33000,Diesel,Individual,Manual,1,5,98.96,23,1498,880000
2012,90000,Petrol,Individual,Manual,3,5,67.1,20.92,998,170000
2017,35000,Diesel,Individual,Manual,1,5,98.96,23,1498,900000
2013,120000,Diesel,Individual,Manual,1,5,74,22.9,1248,390000
2014,80000,Diesel,Individual,Manual,2,5,74,23.4,1248,445000
2014,70000,Diesel,Individual,Manual,4,5,74,23.4,1248,459999
2009,120000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,200000
2014,250000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,550000
2008,60000,Petrol,Individual,Manual,1,5,46.3,19.7,796,129000
2014,48000,Diesel,Individual,Manual,1,5,98.96,21.7,1498,570000
2015,50000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,650000
2010,94000,Diesel,Individual,Manual,2,5,75,21.1,1248,311000
2018,20000,Petrol,Individual,Manual,1,5,67.04,20.51,998,440000
2018,17000,Petrol,Individual,Manual,1,5,67.04,20.51,998,440000
2010,60000,Diesel,Individual,Manual,1,5,69,23.03,1396,200000
2016,40000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,750000
2017,30000,Petrol,Individual,Manual,1,5,67,23.01,999,350000
2016,175000,Diesel,Individual,Manual,1,5,74,23.4,1248,450000
2012,90000,Diesel,Individual,Manual,1,5,90,23,1396,254999
2013,80000,Diesel,Individual,Manual,2,5,73.9,22.07,1199,280000
2017,35000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,725000
2015,100000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,287000
2013,108916,Petrol,Individual,Manual,2,5,67.04,20.51,998,240000
2013,40000,Petrol,Individual,Manual,2,5,55.2,21.1,814,290000
2014,80000,Petrol,Individual,Manual,1,5,55.2,21.1,814,229999
2004,70000,Petrol,Individual,Manual,4,5,46.3,19.7,796,90000
2012,90000,Diesel,Individual,Manual,1,5,90,23,1396,330000
2009,70000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,200000
2014,60000,Petrol,Individual,Manual,2,5,55.2,21.1,814,280000
2013,180000,Diesel,Individual,Manual,1,5,64.1,20.8,1461,250000
2013,120000,Diesel,Individual,Automatic,2,5,126.3,22.32,1582,509999
2014,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,525000
2011,120000,Diesel,Individual,Manual,3,5,73.9,22.07,1199,254999
2017,30000,Petrol,Individual,Manual,1,5,67.04,20.51,998,440000
2019,7200,Petrol,Individual,Manual,1,5,100.5,21.1,998,780000
2011,77000,Diesel,Individual,Manual,2,5,73.9,22.07,1199,320000
2018,30000,Petrol,Individual,Automatic,1,5,67,20.51,998,472000
2018,110000,Diesel,Individual,Manual,2,5,88.7,20.65,1248,525000
2013,100000,Diesel,Individual,Manual,1,5,88.8,22.3,1248,325000
2014,90000,Diesel,Individual,Manual,2,5,67,19.68,1399,310000
2014,100000,Diesel,Individual,Manual,2,5,67,19.68,1399,330000
2012,80000,Diesel,Individual,Manual,2,5,68,20,1399,250000
2015,110000,Petrol,Individual,Manual,1,5,67.04,20.51,998,280000
2011,50000,Diesel,Individual,Manual,2,5,70,23.57,1396,153000
2012,80000,Petrol,Individual,Manual,3,5,67.1,20.92,998,235000
2016,15000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,500000
2016,60000,Diesel,Dealer,Manual,1,5,108.5,21.49,1498,591000
2015,72000,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,585000
2014,70100,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,484999
2011,77395,Diesel,Dealer,Manual,2,5,68,20,1399,195000
2015,69000,Diesel,Dealer,Automatic,1,5,108.6,22.15,1498,651000
2015,70000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,650000
2011,165000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,275000
2011,100000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,400000
2016,40000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,500000
2018,29899,Diesel,Dealer,Automatic,1,5,108.6,22.15,1498,1290000
2020,2000,Petrol,Dealer,Manual,1,5,81.86,20.7,1197,775000
2017,34000,Diesel,Dealer,Manual,1,8,83.8,21.04,1461,695000
2016,10000,Petrol,Dealer,Automatic,1,5,67.04,23.1,998,434999
2015,59235,Diesel,Dealer,Manual,1,5,126.2,19.67,1582,850000
2013,144000,Diesel,Individual,Manual,1,5,88.8,21.9,1396,360000
2013,144000,Diesel,Individual,Manual,1,5,88.8,21.9,1396,350000
2017,40000,Diesel,Individual,Manual,2,5,126.2,22,1582,860000
2011,110000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,240000
2018,10000,Petrol,Dealer,Automatic,1,5,67.04,23.1,998,545000
2018,21147,Petrol,Dealer,Automatic,1,5,83.1,21.4,1197,775000
2017,37000,Petrol,Dealer,Manual,1,5,81.8,21.01,1197,620000
2018,17000,Petrol,Dealer,Manual,1,5,81.8,21.01,1197,775000
2017,50000,Petrol,Individual,Manual,1,5,67.04,23.1,998,380000
2016,35000,Petrol,Individual,Manual,2,5,47.3,22.74,796,240000
2015,36000,Petrol,Individual,Manual,1,5,83.11,20.4,1197,420000
2011,180000,Diesel,Individual,Manual,2,5,68,20,1399,130000
2012,80000,Petrol,Individual,Manual,1,5,67.1,20.92,998,110000
2007,120000,Petrol,Individual,Manual,2,5,46.3,19.7,796,120000
2018,70000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,665000
2012,92686,Diesel,Dealer,Manual,2,5,88.76,21.9,1396,340000
